operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1979.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1973.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1973.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,JATO,BIMOTOR,1992.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1975.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1985.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1994.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1994.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1972.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1985.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1989.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1991.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,NORTH AMERICAN,PISTÃO,MONOMOTOR,1942.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981.0,14.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1984.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1984.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,1982.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1984.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1986.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,JATO,BIMOTOR,1993.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,1992.0,10.0,0
ÓRGÃO PÚBLICO,AVIÃO,LEARJET,JATO,BIMOTOR,1984.0,10.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1981.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1976.0,1.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1947.0,2.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1947.0,2.0,0
AEROCLUBE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1968.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1994.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1981.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1991.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1991.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1978.0,4.0,0
AEROCLUBE,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,SEM TRAÇÃO,SEM TRAÇÃO,1984.0,1.0,0
AEROCLUBE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1974.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1995.0,34.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1992.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,3.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,3.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,10.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,3.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1976.0,17.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1976.0,17.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,3.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1974.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1986.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1952.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1961.0,4.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,3.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1996.0,11.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1963.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1963.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1981.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,BIMOTOR,1981.0,9.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1952.0,4.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,3.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,3.0,0
AEROCLUBE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,1986.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1980.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1973.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1973.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,11.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1992.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,4.0,1
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1948.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1982.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1988.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1993.0,11.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1981.0,14.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1964.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1964.0,5.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1974.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1995.0,34.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1995.0,34.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1961.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1990.0,52.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1990.0,52.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1982.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1982.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1986.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1992.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1992.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1979.0,3.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,1984.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,BIMOTOR,1980.0,15.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,BIMOTOR,1980.0,15.0,0
OPERADOR DE AERONAVE,AVIÃO,BRITTEN-NORMAN,PISTÃO,BIMOTOR,1976.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,10.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,BIMOTOR,1985.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,53.0,0
FABRICANTE AERONÁUTICO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1996.0,34.0,0
OPERADOR PARTICULAR,AVIÃO,MOONEY AIRCRAFT,PISTÃO,MONOMOTOR,1991.0,4.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1960.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1962.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1961.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1961.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1994.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,1996.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,JATO,BIMOTOR,1996.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,6.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1969.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1985.0,13.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1985.0,13.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1973.0,8.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1993.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1987.0,19.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,50.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1993.0,50.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1988.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1988.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,3.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,3.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1968.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,***,SEM TRAÇÃO,0.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,1968.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,1.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1978.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979.0,7.0,0
ÓRGÃO PÚBLICO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1977.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,4.0,0
ÓRGÃO PÚBLICO,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1970.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1979.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1980.0,8.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1946.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,FABRICACAO PROPRIA,PISTÃO,MONOMOTOR,0.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1950.0,2.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1969.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,7.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1959.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1959.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1970.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
ÓRGÃO PÚBLICO,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1978.0,6.0,0
AEROCLUBE,AVIÃO,CIA AERONAUTICA PAULISTA,PISTÃO,MONOMOTOR,1947.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1960.0,2.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1960.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,7.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,1983.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,4.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1963.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1982.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
AEROCLUBE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1962.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1980.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1976.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,4.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1991.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1991.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,6.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,2.0,0
AEROCLUBE,AVIÃO,AERO BOERO,PISTÃO,MONOMOTOR,1990.0,2.0,0
